otorinolaringologi,['QQQ&#111;&#116;&#111;&#114;&#105;&#110;&#111;&#108;&#97;&#114;&#105;&#110;&#103;&#111;&#108;&#111;&#103;&#105;', 180000]
ebl,['<ruby>能<rt>QQQ&#101;&#98;&#108;</rt></ruby>', 30000]
ebr,['QQQ&#101;&#98;&#114;', 30000]
ecx,['<ruby>若<rt>QQQ&#101;&#99;&#120;</rt></ruby>', 30000]
edd,['QQQ&#101;&#100;&#100;', 30000]
edo,['QQQ&#101;&#100;&#111;', 30000]
edr,['QQQ&#101;&#100;&#114;', 30000]
edz,['<ruby>夫<rt>QQQ&#101;&#100;&#122;</rt></ruby>', 30000]
ege,['QQQ&#101;&#103;&#101;', 30000]
ego,['<ruby>自<rt>QQQ&#101;&#103;&#111;</rt></ruby>', 30000]
egx,['QQQ&#101;&#103;&#120;', 30000]
ehx,['<ruby>响<rt>QQQ&#101;&#104;&#120;</rt></ruby>', 30000]
ejr,['QQQ&#101;&#106;&#114;', 30000]
eki,['QQQ&#101;&#107;&#105;', 30000]
eko,['QQQ&#101;&#107;&#111;', 30000]
eks,['<ruby>前<rt>QQQ&#101;&#107;&#115;</rt></ruby>', 30000]
elb,['QQQ&#101;&#108;&#98;', 30000]
elf,['<ruby>灵<rt>QQQ&#101;&#108;&#102;</rt></ruby>', 30000]
end,['<ruby>要<rt>QQQ&#101;&#110;&#100;</rt></ruby>', 30000]
ene,['QQQ&#101;&#110;&#101;', 30000]
ent,['QQQ&#101;&#110;&#116;', 30000]
enu,['<ruby>不<rt>QQQ&#101;&#110;&#117;</rt></ruby>', 30000]
eol,['QQQ&#101;&#111;&#108;', 30000]
era,['QQQ&#101;&#114;&#97;', 30000]
erc,['QQQ&#101;&#114;&#99;', 30000]
erg,['QQQ&#101;&#114;&#103;', 30000]
eri,['QQQ&#101;&#114;&#105;', 30000]
erp,['<ruby>农<rt>QQQ&#101;&#114;&#112;</rt></ruby>', 30000]
ese,['QQQ&#101;&#115;&#101;', 30000]
esk,['QQQ&#101;&#115;&#107;', 30000]
esp,['QQQ&#101;&#115;&#112;', 30000]
est,['<ruby>现<rt>QQQ&#101;&#115;&#116;</rt></ruby>', 30000]
etn,['<ruby>族<rt>QQQ&#101;&#116;&#110;</rt></ruby>', 30000]
fab,['<ruby>豆<rt>QQQ&#102;&#97;&#98;</rt></ruby>', 30000]
fac,['<ruby>容<rt>QQQ&#102;&#97;&#99;</rt></ruby>', 30000]
fad,['QQQ&#102;&#97;&#100;', 30000]
fag,['<ruby>木<rt>QQQ&#102;&#97;&#103;</rt></ruby>', 30000]
faj,['QQQ&#102;&#97;&#106;', 30000]
fak,['<ruby>域<rt>QQQ&#102;&#97;&#107;</rt></ruby>', 30000]
fal,['<ruby>落<rt>QQQ&#102;&#97;&#108;</rt></ruby>', 30000]
fam,['<ruby>名<rt>QQQ&#102;&#97;&#109;</rt></ruby>', 30000]
fan,['QQQ&#102;&#97;&#110;', 30000]
far,['<ruby>行<rt>QQQ&#102;&#97;&#114;</rt></ruby>', 30000]
fas,['QQQ&#102;&#97;&#115;', 30000]
fat,['QQQ&#102;&#97;&#116;', 30000]
fav,['<ruby>病<rt>QQQ&#102;&#97;&#118;</rt></ruby>', 30000]
faz,['<ruby>阶<rt>QQQ&#102;&#97;&#122;</rt></ruby>', 30000]
fek,['QQQ&#102;&#101;&#107;', 30000]
fel,['<ruby>毛<rt>QQQ&#102;&#101;&#108;</rt></ruby>', 30000]
fen,['QQQ&#102;&#101;&#110;', 30000]
fer,['<ruby>铁<rt>QQQ&#102;&#101;&#114;</rt></ruby>', 30000]
fet,['QQQ&#102;&#101;&#116;', 30000]
fez,['QQQ&#102;&#101;&#122;', 30000]
fid,['<ruby>信<rt>QQQ&#102;&#105;&#100;</rt></ruby>', 30000]
fig,['<ruby>果<rt>QQQ&#102;&#105;&#103;</rt></ruby>', 30000]
fil,['<ruby>子<rt>QQQ&#102;&#105;&#108;</rt></ruby>', 30000]
fin,['<ruby>止<rt>QQQ&#102;&#105;&#110;</rt></ruby>', 30000]
flu,['<ruby>流<rt>QQQ&#102;&#108;&#117;</rt></ruby>', 30000]
foj,['<ruby>次<rt>QQQ&#102;&#111;&#106;</rt></ruby>', 30000]
fok,['<ruby>海<rt>QQQ&#102;&#111;&#107;</rt></ruby>', 30000]
fon,['<ruby>景<rt>QQQ&#102;&#111;&#110;</rt></ruby>', 30000]
for,['<ruby>离<rt>QQQ&#102;&#111;&#114;</rt></ruby>', 30000]
fos,['<ruby>掘, 坑<rt>QQQ&#102;&#111;&#115;</rt></ruby>', 30000]
fot,['<ruby>影<rt>QQQ&#102;&#111;&#116;</rt></ruby>', 30000]
fru,['<ruby>早<rt>QQQ&#102;&#114;&#117;</rt></ruby>', 30000]
ftp,['QQQ&#102;&#116;&#112;', 30000]
fug,['QQQ&#102;&#117;&#103;', 30000]
fuk,['<ruby>藻<rt>QQQ&#102;&#117;&#107;</rt></ruby>', 30000]
ful,['QQQ&#102;&#117;&#108;', 30000]
fum,['<ruby>烟<rt>QQQ&#102;&#117;&#109;</rt></ruby>', 30000]
fur,['QQQ&#102;&#117;&#114;', 30000]
fut,['<ruby>米<rt>QQQ&#102;&#117;&#116;</rt></ruby>', 30000]
fuz,['QQQ&#102;&#117;&#122;', 30000]
gad,['<ruby>鱼<rt>QQQ&#103;&#97;&#100;</rt></ruby>', 30000]
gaf,['QQQ&#103;&#97;&#102;', 30000]
gag,['QQQ&#103;&#97;&#103;', 30000]
gaj,['<ruby>乐<rt>QQQ&#103;&#97;&#106;</rt></ruby>', 30000]
gal,['<ruby>液<rt>QQQ&#103;&#97;&#108;</rt></ruby>', 30000]
gam,['<ruby>音<rt>QQQ&#103;&#97;&#109;</rt></ruby>', 30000]
gap,['QQQ&#103;&#97;&#112;', 30000]
gas,['<ruby>气<rt>QQQ&#103;&#97;&#115;</rt></ruby>', 30000]
gaz,['<ruby>布<rt>QQQ&#103;&#97;&#122;</rt></ruby>', 30000]
gek,['QQQ&#103;&#101;&#107;', 30000]
gem,['<ruby>石<rt>QQQ&#103;&#101;&#109;</rt></ruby>', 30000]
gen,['QQQ&#103;&#101;&#110;', 30000]
get,['QQQ&#103;&#101;&#116;', 30000]
gib,['QQQ&#103;&#105;&#98;', 30000]
gis,['QQQ&#103;&#105;&#115;', 30000]
glu,['<ruby>胶<rt>QQQ&#103;&#108;&#117;</rt></ruby>', 30000]
gmo,['QQQ&#103;&#109;&#111;', 30000]
gmt,['QQQ&#103;&#109;&#116;', 30000]
gnu,['QQQ&#103;&#110;&#117;', 30000]
gol,['QQQ&#103;&#111;&#108;', 30000]
got,['QQQ&#103;&#111;&#116;', 30000]
gri,['<ruby>收<rt>QQQ&#103;&#114;&#105;</rt></ruby>', 30000]
gru,['<ruby>鸟<rt>QQQ&#103;&#114;&#117;</rt></ruby>', 30000]
guf,['<ruby>枭<rt>QQQ&#103;&#117;&#102;</rt></ruby>', 30000]
gul,['QQQ&#103;&#117;&#108;', 30000]
gum,['<ruby>胶<rt>QQQ&#103;&#117;&#109;</rt></ruby>', 30000]
gut,['<ruby>滴<rt>QQQ&#103;&#117;&#116;</rt></ruby>', 30000]
gxi,['<ruby>女<rt>QQQ&#103;&#120;&#105;</rt></ruby>', 30000]
gxo,['QQQ&#103;&#120;&#111;', 30000]
gxu,['<ruby>乐<rt>QQQ&#103;&#120;&#117;</rt></ruby>', 30000]
hag,['QQQ&#104;&#97;&#103;', 30000]
hak,['<ruby>断<rt>QQQ&#104;&#97;&#107;</rt></ruby>', 30000]
hal,['<ruby>环<rt>QQQ&#104;&#97;&#108;</rt></ruby>', 30000]
han,['QQQ&#104;&#97;&#110;', 30000]
har,['<ruby>毛<rt>QQQ&#104;&#97;&#114;</rt></ruby>', 30000]
hav,['<ruby>有<rt>QQQ&#104;&#97;&#118;</rt></ruby>', 30000]
hea,['QQQ&#104;&#101;&#97;', 30000]
hel,['<ruby>明<rt>QQQ&#104;&#101;&#108;</rt></ruby>', 30000]
hen,['QQQ&#104;&#101;&#110;', 30000]
hes,['QQQ&#104;&#101;&#115;', 30000]
hil,['QQQ&#104;&#105;&#108;', 30000]
his,['QQQ&#104;&#105;&#115;', 30000]
hiv,['QQQ&#104;&#105;&#118;', 30000]
hoj,['QQQ&#104;&#111;&#106;', 30000]
hok,['<ruby>钩<rt>QQQ&#104;&#111;&#107;</rt></ruby>', 30000]
hom,['<ruby>人<rt>QQQ&#104;&#111;&#109;</rt></ruby>', 30000]
hop,['QQQ&#104;&#111;&#112;', 30000]
hor,['<ruby>时<rt>QQQ&#104;&#111;&#114;</rt></ruby>', 30000]
hub,['QQQ&#104;&#117;&#98;', 30000]
huf,['<ruby>蹄<rt>QQQ&#104;&#117;&#102;</rt></ruby>', 30000]
hug,['QQQ&#104;&#117;&#103;', 30000]
hul,['QQQ&#104;&#117;&#108;', 30000]
hum,['<ruby>土<rt>QQQ&#104;&#117;&#109;</rt></ruby>', 30000]
hun,['QQQ&#104;&#117;&#110;', 30000]
hup,['QQQ&#104;&#117;&#112;', 30000]
huz,['<ruby>鱼<rt>QQQ&#104;&#117;&#122;</rt></ruby>', 30000]
hxi,['QQQ&#104;&#120;&#105;', 30000]
hxo,['QQQ&#104;&#120;&#111;', 30000]
ial,['<ruby>由<rt>QQQ&#105;&#97;&#108;</rt></ruby>', 30000]
iam,['<ruby>在<rt>QQQ&#105;&#97;&#109;</rt></ruby>', 30000]
ide,['<ruby>思<rt>QQQ&#105;&#100;&#101;</rt></ruby>', 30000]
iei,['QQQ&#105;&#101;&#105;', 30000]
iel,['<ruby>方<rt>QQQ&#105;&#101;&#108;</rt></ruby>', 30000]
iem,['QQQ&#105;&#101;&#109;', 30000]
ies,['<ruby>有<rt>QQQ&#105;&#101;&#115;</rt></ruby>', 30000]
igx,['<ruby>现<rt>QQQ&#105;&#103;&#120;</rt></ruby>', 30000]
ijk,['QQQ&#105;&#106;&#107;', 30000]
ijs,['QQQ&#105;&#106;&#115;', 30000]
iks,['QQQ&#105;&#107;&#115;', 30000]
ile,['QQQ&#105;&#108;&#101;', 30000]
ili,['<ruby>们<rt>QQQ&#105;&#108;&#105;</rt></ruby>', 30000]
ind,['<ruby>价<rt>QQQ&#105;&#110;&#100;</rt></ruby>', 30000]
ing,['<ruby>壳<rt>QQQ&#105;&#110;&#103;</rt></ruby>', 30000]
ink,['<ruby>墨<rt>QQQ&#105;&#110;&#107;</rt></ruby>', 30000]
ino,['QQQ&#105;&#110;&#111;', 30000]
int,['<ruby>能<rt>QQQ&#105;&#110;&#116;</rt></ruby>', 30000]
iom,['<ruby>少<rt>QQQ&#105;&#111;&#109;</rt></ruby>', 30000]
irk,['QQQ&#105;&#114;&#107;', 30000]
ism,['<ruby>主<rt>QQQ&#105;&#115;&#109;</rt></ruby>', 30000]
ist,['<ruby>师<rt>QQQ&#105;&#115;&#116;</rt></ruby>', 30000]
jad,['QQQ&#106;&#97;&#100;', 30000]
jaf,['QQQ&#106;&#97;&#102;', 30000]
jak,['<ruby>服<rt>QQQ&#106;&#97;&#107;</rt></ruby>', 30000]
jam,['<ruby>时<rt>QQQ&#106;&#97;&#109;</rt></ruby>', 30000]
jan,['QQQ&#106;&#97;&#110;', 30000]
jar,['<ruby>年<rt>QQQ&#106;&#97;&#114;</rt></ruby>', 30000]
jav,['QQQ&#106;&#97;&#118;', 30000]
jen,['<ruby>空<rt>QQQ&#106;&#101;&#110;</rt></ruby>', 30000]
jes,['<ruby>允<rt>QQQ&#106;&#101;&#115;</rt></ruby>', 30000]
jet,['QQQ&#106;&#101;&#116;', 30000]
jez,['QQQ&#106;&#101;&#122;', 30000]
jid,['QQQ&#106;&#105;&#100;', 30000]
jod,['<ruby>变<rt>QQQ&#106;&#111;&#100;</rt></ruby>', 30000]
jog,['QQQ&#106;&#111;&#103;', 30000]
jon,['QQQ&#106;&#111;&#110;', 30000]
jor,['QQQ&#106;&#111;&#114;', 30000]
jud,['<ruby>者<rt>QQQ&#106;&#117;&#100;</rt></ruby>', 30000]
jug,['<ruby>汁<rt>QQQ&#106;&#117;&#103;</rt></ruby>', 30000]
juk,['<ruby>痒<rt>QQQ&#106;&#117;&#107;</rt></ruby>', 30000]
jul,['QQQ&#106;&#117;&#108;', 30000]
jun,['<ruby>年<rt>QQQ&#106;&#117;&#110;</rt></ruby>', 30000]
jup,['<ruby>裙<rt>QQQ&#106;&#117;&#112;</rt></ruby>', 30000]
jur,['<ruby>法<rt>QQQ&#106;&#117;&#114;</rt></ruby>', 30000]
jut,['QQQ&#106;&#117;&#116;', 30000]
jxo,['QQQ&#106;&#120;&#111;', 30000]
kab,['QQQ&#107;&#97;&#98;', 30000]
kaf,['<ruby>啡<rt>QQQ&#107;&#97;&#102;</rt></ruby>', 30000]
kaj,['QQQ&#107;&#97;&#106;', 30000]
kak,['QQQ&#107;&#97;&#107;', 30000]
kal,['<ruby>病<rt>QQQ&#107;&#97;&#108;</rt></ruby>', 30000]
kam,['QQQ&#107;&#97;&#109;', 30000]
kan,['<ruby>船<rt>QQQ&#107;&#97;&#110;</rt></ruby>', 30000]
kap,['<ruby>首<rt>QQQ&#107;&#97;&#112;</rt></ruby>', 30000]
kar,['<ruby>爱<rt>QQQ&#107;&#97;&#114;</rt></ruby>', 30000]
kas,['<ruby>箱<rt>QQQ&#107;&#97;&#115;</rt></ruby>', 30000]
kat,['<ruby>猫<rt>QQQ&#107;&#97;&#116;</rt></ruby>', 30000]
kav,['<ruby>洞<rt>QQQ&#107;&#97;&#118;</rt></ruby>', 30000]
kaz,['<ruby>事<rt>QQQ&#107;&#97;&#122;</rt></ruby>', 30000]
kel,['<ruby>室<rt>QQQ&#107;&#101;&#108;</rt></ruby>', 30000]
ken,['<ruby>剂<rt>QQQ&#107;&#101;&#110;</rt></ruby>', 30000]
kep,['<ruby>帽<rt>QQQ&#107;&#101;&#112;</rt></ruby>', 30000]
ker,['<ruby>心<rt>QQQ&#107;&#101;&#114;</rt></ruby>', 30000]
khz,['QQQ&#107;&#104;&#122;', 30000]
kia,['<ruby>样<rt>QQQ&#107;&#105;&#97;</rt></ruby>', 30000]
kie,['<ruby>地<rt>QQQ&#107;&#105;&#101;</rt></ruby>', 30000]
kik,['QQQ&#107;&#105;&#107;', 30000]
kil,['<ruby>海<rt>QQQ&#107;&#105;&#108;</rt></ruby>', 30000]
kin,['<ruby>影<rt>QQQ&#107;&#105;&#110;</rt></ruby>', 30000]
kio,['<ruby>何<rt>QQQ&#107;&#105;&#111;</rt></ruby>', 30000]
kis,['<ruby>吻<rt>QQQ&#107;&#105;&#115;</rt></ruby>', 30000]
kit,['QQQ&#107;&#105;&#116;', 30000]
kiu,['<ruby>哪, 哪<rt>QQQ&#107;&#105;&#117;</rt></ruby>', 30000]
kiv,['QQQ&#107;&#105;&#118;', 30000]
kkd,['QQQ&#107;&#107;&#100;', 30000]
kle,['QQQ&#107;&#108;&#101;', 30000]
kod,['QQQ&#107;&#111;&#100;', 30000]
kok,['<ruby>雀<rt>QQQ&#107;&#111;&#107;</rt></ruby>', 30000]
kol,['<ruby>环<rt>QQQ&#107;&#111;&#108;</rt></ruby>', 30000]
kom,['<ruby>食<rt>QQQ&#107;&#111;&#109;</rt></ruby>', 30000]
kon,['<ruby>知<rt>QQQ&#107;&#111;&#110;</rt></ruby>', 30000]
kor,['<ruby>心<rt>QQQ&#107;&#111;&#114;</rt></ruby>', 30000]
kot,['<ruby>土<rt>QQQ&#107;&#111;&#116;</rt></ruby>', 30000]
kov,['<ruby>育<rt>QQQ&#107;&#111;&#118;</rt></ruby>', 30000]
kp.,['QQQ&#107;&#112;&#46;', 30000]
kre,['<ruby>造<rt>QQQ&#107;&#114;&#101;</rt></ruby>', 30000]
kri,['<ruby>呼<rt>QQQ&#107;&#114;&#105;</rt></ruby>', 30000]
ktp,['QQQ&#107;&#116;&#112;', 30000]
kub,['<ruby>方<rt>QQQ&#107;&#117;&#98;</rt></ruby>', 30000]
kuf,['<ruby>帽<rt>QQQ&#107;&#117;&#102;</rt></ruby>', 30000]
kuk,['<ruby>糕<rt>QQQ&#107;&#117;&#107;</rt></ruby>', 30000]
kul,['<ruby>虫<rt>QQQ&#107;&#117;&#108;</rt></ruby>', 30000]
kun,['<ruby>同<rt>QQQ&#107;&#117;&#110;</rt></ruby>', 30000]
kup,['<ruby>医<rt>QQQ&#107;&#117;&#112;</rt></ruby>', 30000]
kur,['<ruby>行<rt>QQQ&#107;&#117;&#114;</rt></ruby>', 30000]
kuv,['<ruby>桶<rt>QQQ&#107;&#117;&#118;</rt></ruby>', 30000]
kuz,['<ruby>亲<rt>QQQ&#107;&#117;&#122;</rt></ruby>', 30000]
lac,['<ruby>疲<rt>QQQ&#108;&#97;&#99;</rt></ruby>', 30000]
lad,['<ruby>板<rt>QQQ&#108;&#97;&#100;</rt></ruby>', 30000]
laf,['<ruby>岩<rt>QQQ&#108;&#97;&#102;</rt></ruby>', 30000]
lag,['<ruby>湖<rt>QQQ&#108;&#97;&#103;</rt></ruby>', 30000]
lak,['<ruby>漆<rt>QQQ&#108;&#97;&#107;</rt></ruby>', 30000]
lam,['<ruby>行<rt>QQQ&#108;&#97;&#109;</rt></ruby>', 30000]
lan,['<ruby>毛<rt>QQQ&#108;&#97;&#110;</rt></ruby>', 30000]
lap,['<ruby>生<rt>QQQ&#108;&#97;&#112;</rt></ruby>', 30000]
lar,['QQQ&#108;&#97;&#114;', 30000]
las,['<ruby>放<rt>QQQ&#108;&#97;&#115;</rt></ruby>', 30000]
lat,['<ruby>建<rt>QQQ&#108;&#97;&#116;</rt></ruby>', 30000]
lav,['<ruby>洗<rt>QQQ&#108;&#97;&#118;</rt></ruby>', 30000]
laz,['QQQ&#108;&#97;&#122;', 30000]
led,['<ruby>革<rt>QQQ&#108;&#101;&#100;</rt></ruby>', 30000]
leg,['<ruby>阅<rt>QQQ&#108;&#101;&#103;</rt></ruby>', 30000]
lek,['<ruby>啜<rt>QQQ&#108;&#101;&#107;</rt></ruby>', 30000]
lem,['QQQ&#108;&#101;&#109;', 30000]
len,['QQQ&#108;&#101;&#110;', 30000]
lev,['<ruby>起<rt>QQQ&#108;&#101;&#118;</rt></ruby>', 30000]
lez,['QQQ&#108;&#101;&#122;', 30000]
lic,['QQQ&#108;&#105;&#99;', 30000]
lid,['QQQ&#108;&#105;&#100;', 30000]
lig,['<ruby>合, 结<rt>QQQ&#108;&#105;&#103;</rt></ruby>', 30000]
lik,['QQQ&#108;&#105;&#107;', 30000]
lim,['<ruby>界<rt>QQQ&#108;&#105;&#109;</rt></ruby>', 30000]
lin,['<ruby>麻<rt>QQQ&#108;&#105;&#110;</rt></ruby>', 30000]
lip,['<ruby>唇<rt>QQQ&#108;&#105;&#112;</rt></ruby>', 30000]
lir,['<ruby>乐<rt>QQQ&#108;&#105;&#114;</rt></ruby>', 30000]
lis,['QQQ&#108;&#105;&#115;', 30000]
lit,['<ruby>床<rt>QQQ&#108;&#105;&#116;</rt></ruby>', 30000]
lkk,['QQQ&#108;&#107;&#107;', 30000]
lob,['<ruby>狼<rt>QQQ&#108;&#111;&#98;</rt></ruby>', 30000]
lod,['<ruby>泥<rt>QQQ&#108;&#111;&#100;</rt></ruby>', 30000]
lof,['QQQ&#108;&#111;&#102;', 30000]
log,['<ruby>引<rt>QQQ&#108;&#111;&#103;</rt></ruby>', 30000]
lok,['<ruby>地<rt>QQQ&#108;&#111;&#107;</rt></ruby>', 30000]
lol,['<ruby>植<rt>QQQ&#108;&#111;&#108;</rt></ruby>', 30000]
lop,['QQQ&#108;&#111;&#112;', 30000]
los,['QQQ&#108;&#111;&#115;', 30000]
lot,['<ruby>彩<rt>QQQ&#108;&#111;&#116;</rt></ruby>', 30000]
loz,['QQQ&#108;&#111;&#122;', 30000]
lud,['<ruby>玩<rt>QQQ&#108;&#117;&#100;</rt></ruby>', 30000]
luf,['QQQ&#108;&#117;&#102;', 30000]
luk,['<ruby>窗<rt>QQQ&#108;&#117;&#107;</rt></ruby>', 30000]
lul,['<ruby>抚<rt>QQQ&#108;&#117;&#108;</rt></ruby>', 30000]
lum,['<ruby>光<rt>QQQ&#108;&#117;&#109;</rt></ruby>', 30000]
lun,['<ruby>星<rt>QQQ&#108;&#117;&#110;</rt></ruby>', 30000]
lup,['<ruby>狼<rt>QQQ&#108;&#117;&#112;</rt></ruby>', 30000]
lut,['<ruby>焊<rt>QQQ&#108;&#117;&#116;</rt></ruby>', 30000]
mac,['<ruby>饼<rt>QQQ&#109;&#97;&#99;</rt></ruby>', 30000]
mag,['QQQ&#109;&#97;&#103;', 30000]
maj,['<ruby>春<rt>QQQ&#109;&#97;&#106;</rt></ruby>', 30000]
mal,['<ruby>非<rt>QQQ&#109;&#97;&#108;</rt></ruby>', 30000]
mam,['<ruby>乳<rt>QQQ&#109;&#97;&#109;</rt></ruby>', 30000]
man,['<ruby>手<rt>QQQ&#109;&#97;&#110;</rt></ruby>', 30000]
map,['<ruby>图<rt>QQQ&#109;&#97;&#112;</rt></ruby>', 30000]
mar,['<ruby>海<rt>QQQ&#109;&#97;&#114;</rt></ruby>', 30000]
mas,['<ruby>块<rt>QQQ&#109;&#97;&#115;</rt></ruby>', 30000]
mat,['<ruby>垫<rt>QQQ&#109;&#97;&#116;</rt></ruby>', 30000]
mav,['QQQ&#109;&#97;&#118;', 30000]
med,['QQQ&#109;&#101;&#100;', 30000]
mek,['QQQ&#109;&#101;&#107;', 30000]
mel,['<ruby>貉<rt>QQQ&#109;&#101;&#108;</rt></ruby>', 30000]
mem,['<ruby>思<rt>QQQ&#109;&#101;&#109;</rt></ruby>', 30000]
mes,['<ruby>拜<rt>QQQ&#109;&#101;&#115;</rt></ruby>', 30000]
met,['<ruby>放<rt>QQQ&#109;&#101;&#116;</rt></ruby>', 30000]
mev,['<ruby>海<rt>QQQ&#109;&#101;&#118;</rt></ruby>', 30000]
mez,['<ruby>中<rt>QQQ&#109;&#101;&#122;</rt></ruby>', 30000]
mhz,['QQQ&#109;&#104;&#122;', 30000]
mil,['<ruby>千<rt>QQQ&#109;&#105;&#108;</rt></ruby>', 30000]
mim,['<ruby>演<rt>QQQ&#109;&#105;&#109;</rt></ruby>', 30000]
min,['<ruby>矿<rt>QQQ&#109;&#105;&#110;</rt></ruby>', 30000]
mir,['<ruby>奇<rt>QQQ&#109;&#105;&#114;</rt></ruby>', 30000]
mis,['<ruby>错<rt>QQQ&#109;&#105;&#115;</rt></ruby>', 30000]
mit,['<ruby>幻<rt>QQQ&#109;&#105;&#116;</rt></ruby>', 30000]
mla,['QQQ&#109;&#108;&#97;', 30000]
mod,['<ruby>流<rt>QQQ&#109;&#111;&#100;</rt></ruby>', 30000]
mok,['<ruby>笑<rt>QQQ&#109;&#111;&#107;</rt></ruby>', 30000]
mol,['<ruby>软<rt>QQQ&#109;&#111;&#108;</rt></ruby>', 30000]
mon,['<ruby>财<rt>QQQ&#109;&#111;&#110;</rt></ruby>', 30000]
mor,['<ruby>风<rt>QQQ&#109;&#111;&#114;</rt></ruby>', 30000]
mot,['QQQ&#109;&#111;&#116;', 30000]
mov,['<ruby>动<rt>QQQ&#109;&#111;&#118;</rt></ruby>', 30000]
moz,['QQQ&#109;&#111;&#122;', 30000]
muf,['<ruby>霉<rt>QQQ&#109;&#117;&#102;</rt></ruby>', 30000]
muk,['<ruby>液<rt>QQQ&#109;&#117;&#107;</rt></ruby>', 30000]
mul,['<ruby>畜<rt>QQQ&#109;&#117;&#108;</rt></ruby>', 30000]
mur,['<ruby>墙<rt>QQQ&#109;&#117;&#114;</rt></ruby>', 30000]
mus,['<ruby>鼠<rt>QQQ&#109;&#117;&#115;</rt></ruby>', 30000]
mut,['<ruby>变<rt>QQQ&#109;&#117;&#116;</rt></ruby>', 30000]
muz,['<ruby>文<rt>QQQ&#109;&#117;&#122;</rt></ruby>', 30000]
nab,['QQQ&#110;&#97;&#98;', 30000]
nad,['QQQ&#110;&#97;&#100;', 30000]
nan,['QQQ&#110;&#97;&#110;', 30000]
nap,['<ruby>萝<rt>QQQ&#110;&#97;&#112;</rt></ruby>', 30000]
nas,['<ruby>渔<rt>QQQ&#110;&#97;&#115;</rt></ruby>', 30000]
nav,['<ruby>船<rt>QQQ&#110;&#97;&#118;</rt></ruby>', 30000]
naz,['<ruby>秘<rt>QQQ&#110;&#97;&#122;</rt></ruby>', 30000]
ne!,['QQQ&#110;&#101;&#33;', 30000]
nek,['<ruby>无<rt>QQQ&#110;&#101;&#107;</rt></ruby>', 30000]
nep,['<ruby>孙<rt>QQQ&#110;&#101;&#112;</rt></ruby>', 30000]
net,['<ruby>净<rt>QQQ&#110;&#101;&#116;</rt></ruby>', 30000]
nev,['<ruby>亲<rt>QQQ&#110;&#101;&#118;</rt></ruby>', 30000]
nic,['QQQ&#110;&#105;&#99;', 30000]
nil,['QQQ&#110;&#105;&#108;', 30000]
nis,['QQQ&#110;&#105;&#115;', 30000]
nit,['QQQ&#110;&#105;&#116;', 30000]
niz,['<ruby>雕<rt>QQQ&#110;&#105;&#122;</rt></ruby>', 30000]
nlg,['QQQ&#110;&#108;&#103;', 30000]
noa,['QQQ&#110;&#111;&#97;', 30000]
noc,['QQQ&#110;&#111;&#99;', 30000]
nod,['<ruby>结<rt>QQQ&#110;&#111;&#100;</rt></ruby>', 30000]
nom,['<ruby>名<rt>QQQ&#110;&#111;&#109;</rt></ruby>', 30000]
nor,['QQQ&#110;&#111;&#114;', 30000]
not,['<ruby>记<rt>QQQ&#110;&#111;&#116;</rt></ruby>', 30000]
nov,['<ruby>新<rt>QQQ&#110;&#111;&#118;</rt></ruby>', 30000]
nro,['QQQ&#110;&#114;&#111;', 30000]
nub,['<ruby>云<rt>QQQ&#110;&#117;&#98;</rt></ruby>', 30000]
nud,['<ruby>露<rt>QQQ&#110;&#117;&#100;</rt></ruby>', 30000]
nuk,['<ruby>后<rt>QQQ&#110;&#117;&#107;</rt></ruby>', 30000]
nul,['<ruby>零<rt>QQQ&#110;&#117;&#108;</rt></ruby>', 30000]
nun,['<ruby>今<rt>QQQ&#110;&#117;&#110;</rt></ruby>', 30000]
nur,['<ruby>专<rt>QQQ&#110;&#117;&#114;</rt></ruby>', 30000]
oaz,['<ruby>地<rt>QQQ&#111;&#97;&#122;</rt></ruby>', 30000]
obe,['<ruby>顺<rt>QQQ&#111;&#98;&#101;</rt></ruby>', 30000]
obi,['QQQ&#111;&#98;&#105;', 30000]
obl,['<ruby>倍<rt>QQQ&#111;&#98;&#108;</rt></ruby>', 30000]
odr,['QQQ&#111;&#100;&#114;', 30000]
oft,['<ruby>常<rt>QQQ&#111;&#102;&#116;</rt></ruby>', 30000]
ogr,['QQQ&#111;&#103;&#114;', 30000]
ohi,['QQQ&#111;&#104;&#105;', 30000]
oid,['QQQ&#111;&#105;&#100;', 30000]
oj!,['QQQ&#111;&#106;&#33;', 30000]
ojn,['QQQ&#111;&#106;&#110;', 30000]
ojt,['QQQ&#111;&#106;&#116;', 30000]
okr,['QQQ&#111;&#107;&#114;', 30000]
old,['QQQ&#111;&#108;&#100;', 30000]
ole,['<ruby>油<rt>QQQ&#111;&#108;&#101;</rt></ruby>', 30000]
on!,['QQQ&#111;&#110;&#33;', 30000]
ond,['<ruby>波<rt>QQQ&#111;&#110;&#100;</rt></ruby>', 30000]
oni,['<ruby>们<rt>QQQ&#111;&#110;&#105;</rt></ruby>', 30000]
onj,['QQQ&#111;&#110;&#106;', 30000]
ont,['<ruby>将<rt>QQQ&#111;&#110;&#116;</rt></ruby>', 30000]
opi,['<ruby>药<rt>QQQ&#111;&#112;&#105;</rt></ruby>', 30000]
orb,['QQQ&#111;&#114;&#98;', 30000]
ord,['<ruby>列<rt>QQQ&#111;&#114;&#100;</rt></ruby>', 30000]
